Name of the company,Location,Listed,Products,Revenue ,EBITDA (IN MILLIONS),Website
TATA AUTOCOMP SUPPLY CHAIN SOLUTIONS,,,,,,
TATA AUTOCOMP SYSTEMS LIMITED,,,,,,
TATA AUTOCOMP TECHNICAL CENTER,,,,,,
TATA FICOSA,,,,,,
TATA TOYO RADIATOR,,,,,,
TECH AUTO PRIVATE LIMITED,LUDHIANA,NO,"sprockets and sprocket hub assemblies for motorcycles and mopeds, automotive seating components and sub assemblies, tractor parts, compressor mufflers for air conditioning and refrigeration and precision machined components.",1532.22 (2023),175.37 (2023),https://www.techauto.net/about.php
TECHFANATICS EQUIPMENT LIMITED,,,,,,
TECHNICAL MINDS PVT LTD,,,,,,
TECHNICO INDUSTRIES LTD,GURUGRAM,NO,"seat slider, seat recliner, door hinge, hood hinge and regulator.",6229.96 (2023),660.83 (2023),https://technicoindustries.com/
TECHNICO INNOVATIVE PRODUCTS PVT LTD,,,,,,
TECHNOCRAFTS TOOLINGS,,,,,,
TECHNOCRAT CONNECTIVITY SYSTEMS PVT LTD,GURUGRAM,NO,WIRING HARNESS,271.83 (2023),23.78 (2023),https://www.technocrat-india.com/index.php?itemID=34657
TECHNOMECH (INDIA),HARYANA,NO,PISTON AND RINGS,,,https://technomechindia.com/contact_us.htm
TEIJIN INDIA PRIVATE LIMITED.,,,,,,
TERMINAL TECHNOLOGIES (l) PRIVATE LIMITED,MUMBAI,NO,"electric cable terminals, electrical wiring terminals, electrical cable connectors, copper male connectors, fork and pin terminals, electrical corrugated pipes, plastic bulb holders, electric wiring connectors, corrugated tubes, wiring tubes, cable clamps and electrical conduit clamps.",2940.74 (2023),555.19 (2023),https://terminaltechnology.com/
TEXSPIN BEARINGS LTD.,GUJARAT,NO,"transmission bearings, suspension bearings, wheel & taper bearings, engine bearings, steering bearings, self centering clutch release bearings, concentric slave cylinders and angular contact clutch release bearings.",7126.63 (2023),1134.16 (2023),https://texspin.com/
THE AUTOMOTIVE RESEARCH ASSOCIATION OF INDIA,,,,,,
THE FLAGSHIP COMPANY OF THE BOSCH GROUP IN INDIA,,,,,,
THE HI-TECH ENGINEERING SYSTEMS PVT LTD,RAJASTHAN,NO,"timing gears, car transmission parts, power takeoff, automotive forging, gear box.",1685.38 (2023),442.64 (2023),https://www.thehitechgears.com/
THE HI-TECH GEARS LIMITED,GURUGRAM,YES,"transmission gears, transmission shafts, precision machined parts, engine gears, precision forgings and machining.",7799.84 (2024),1145.26 (2024),http://www.hitechgears.com/
THE HI-TECH ROBOTIC SYSTEMZ LIMITED,GURUGRAM,NO,"manufacturing and supplying industrial automation system and service, automated guided vehicle and robotic welding system. Its products include automated guided vehicle, educational robotic kits, social robot and artificial intelligence.",252.35 (2023),52.40 (2023),http://www.hitechroboticsystemz.com/
THE PREMIER AUTO CORPORATION,DELHI,NO,"Joint Boot, Exhaust Hangers, Engine Mountings, PU Bushing Pads, Silent Block Bushes, Stabilizer Bushes and many more.",,,https://premierauto.in/about-us/
THE WAXPOL INDUSTRIES LIMITED,,,,,,
THE WESTERN INDIA GENUINE GHEE COMPANY PVT LTD,,,,,,
THERMAL AND TURBO SYSTEMS,,,,,,
THORS INDIA PRIVATE LIMITED,,,,,,
TIPCO INDUSTRIES LTD,MUMBAI,NO," filled and reinforced thermoplastics and long glass fiber compounds, thermosets such as resins and moulding compounds and tip wood natural fiber.",866.78 (2023),31.85 (2023),http://www.tipco-india.com/
TITAN AUTOMOBILE,,,,,,
TKW FASTENERS PRIVATE LIMITED,GURGAON,NO,"friction lining rivets, solid rivets, semi tubular rivets, tubular rivets, clutch and friction lining rivets, clutch disk rivets and spacers, machine screws, self tapping screws, bolts, bimetal contact rivets and special fasteners. The firm also supplying and exporting friction linings, fasteners and rivets.",550.14 (2023),77.14 (2023),https://tkw.co.in/
TM AUTOMOTIVE SEATINGS,,,,,,
TOKAI RIKA MINDA INDIA PRIVATE LIMITED,,,,,,
TOLIA INDUSTRIES,,,,,,
TORETO INDIA PVT LTD (TORETO),,,,,,
TOUGHLA AUTOMOTIVE PVT LTD,DELHI,NO,"brake linings like heavy commercial linings, light commercial linings, car/jeep linings and tractor linings; disc pads like commercial vehicles and passenger vehicles; clutches like heavy commercial vehicle and light commercial vehicle; and roll linings.",17.12 (2023),0.49 (2023),https://www.toughla.com/
TOYODA GOSEI MINDA INDIA PRIVATE LIMITED,,,,,,
TOYODA GOSEI SOUTH INDIA PRIVATE LIMITED,,,,,,
TOYOTA BOSHOKU AUTOMOTIVE INDIA PRIVATE LIMITED,,,,,,
TRAC AUTO TRANSMISSION,GURGAON,NO,WINDOW REGULATOR & GAS SPRINGS,,,https://www.tracauto.in/contact-us/#
TRAC AUTOMOTIVE SOLUTION AND TRAC INDIA,,,,,,
TRANSELAR,,,,,,
TRANSIGHT SYSTEMS PRIVATE LIMITED,,,,,,
TRANSWORLD ENTERPRISES,,,,,,
TRIS INDIA,GURUGRAM,NO,"carbon brush ,carbon commutator ,electrical contacts ,carbon bearing ,carbon structure parts ,resistor ,sintered bearing ,sintered machine parts ,Automotive motor components",,,https://en.tris.co.jp/company
TURBO BEARINGS PRIVATE LIMITED,GUJARAT,NO,"tapered roller bearings, cylindrical roller bearings, needle roller bearings, deep groove ball bearings, angular contact ball bearings, four point contact ball bearings, thrust ball and roller bearings, etc.",801.17 (2022),231.57 (2022),https://turbobearings.com/company/1/company-overview
TURBO ENERGY,,,,,,
TURBOJET,,,,,,
TURNTIDE TECHNOLOGIES,,,,,,
TUSHAR AGRO INDUSTRIES,,,,,,
TVS MOBILITY SOLUTIONS PVT LTD.,,,,,,
TYY GROUP,,,,,,
UBROTECH,,,,,,
UK PAVILION,,,,,,
ULTIMA MATERIAL HANDLING SOLUTIONS PVT LTD,,,,,,
ULTRA POLYCOATS A UNIT OF KG PETROCHEM LTD.,,,,,,
ULTRATECH COMPONENTS,,,,,,
UMASONS AUTO COMPO PVT LTD,MAHARASHTRA,NO,"carrier, swing arm, handlebars, footrest, crash guard, saree guards, pressed parts and small assemblies, grab poles for train interiors, trailing arm, trailing arm cargo, pressed parts and small assemblies, etc.",2146.55 (2023),58.90 (2023),https://www.umasons.com/
UNIFLEX AUTO INDUSTRIES,BENGALURU,NO,"tubing material including carbon steel, copper, stainless steel and aluminum. Its services includes tube cutting, bending, welding, brazing, end forming, single and double flaring, millipore testing, flushing and pressure testing. It caters to the requirement of automobiles, compressors, construction equipment, farm equipment, heating ventilation air conditioning equipment, locomotives, material handling equipment, wind energy.",539.87 (2023),39.82 (2023),https://www.myuniflex.com/About-Us.html
UNIQUE AUDIOTRONIX,,,,,,
UNIQUE SPARES & AUTOMOBILES,HARYANA,NO,"manufacturers of Bi-Metallic strips, Bi-Metallic Bushes, Thin Walled Engine Bearings and Thrust Washers.",,,https://www.scottbimetals.com/contact.html
UNITED INDIA LIGHTING SYSTEM PVT LTD,,,,,,
UNIVERSAL WIRE FORMS,,,,,,
UNO MINDA AUTO INNOVATIONS PRIVATE LIMITED,,,,,,
UNO MINDA AUTO SPARE PARTS AND TRADING LLC,,,,,,
UNO MINDA AUTO SYSTEMS PRIVATE LIMITED,,,,,,
UNO MINDA AUTO TECHNOLOGIES PRIVATE LIMITED,,,,,,
UNO MINDA BUEHLER MOTOR PRIVATE LIMITED,,,,,,
UNO MINDA D.TEN INDIA PRIVATE LIMITED,,,,,,
UNO MINDA EUROPE GMBH,,,,,,
UNO MINDA EV SYSTEMS PRIVATE LIMITED,,,,,,
UNO MINDA KATOLEC ELECTRONICS SERVICES PRIVATE LIMITED,,,,,,
UNO MINDA KYORAKU LTD,,,,,,
UNO MINDA LIMITED,,,,,,
UNO MINDA SYSTEMS GMBH,,,,,,
UNO MINDA TACHI-S SEATING PRIVATE LIMITED,,,,,,
UNO MINDARIKA PRIVATE LIMITED,,,,,,
UPS LAKSHMI,HARYANA,NO,"shoulder bolts, pins metric and inch series, piston pin and gudgeon pin, cylinder head bolts, special fasteners, components, bolts and screws, nuts, allen key.",1008.24 (2023),153.79 (2023),https://upsind.com/
URJA BUS DECOR,,,,,,
VTECH INDIA AUTOMOTIVE PRIVATE LIMITED,,,,,,
VV ENTERPRISES,,,,,,
VU FURNISHINGS PRIVATE LIMITED,,,,,,
VAISH INDUSTRIES,DELHI,NO,"weather strip inserts, metal pen clips, miniature circuit breaker parts, connector parts, turned parts, hose clips, terminals, deep drawn parts, stamped parts, wire forms, precision sheet metal components, multi side tools and progressive tools.",,,https://vaishindustries.com/
VAISHNAVI AUTO LTD,MAHARASHTRA,NO,PRECISION COMPONENTS,,,https://www.vaishnaviauto.com/products
VALEO INDIA PRIVATE LIMITED,,,,,,
VARROC ENGINERING LIMITED,,,,,,
VEE TEE AUTO MFG CO. .LTD,MUMBAI,NO,"steering and suspension parts, transmission joint, track control arms, ball joints, control arms, tie rod ends, rack ends, center links etc. It also offers products such as drilling, thread rolling, phosphating plant, special purpose machines, etc.",1996.40 (2024),292.92 (2024),https://www.virgroup.net/
VIKAS DOOWON INDIA PVT. LTD.,,,,,,
VIMAL AUTO INDUSTRY,,,,,,
VIMAL TRADING,,,,,,
VIN ENTERPRISES,,,,,,
VINCHEM INDUSTRIES,OVERSEAS,,,,,
VINGREASES LLP,,,,,,
VINKO AUTO INDUSTRIES LIMITED,DELHI,NO,"power transmission belts, hoses, poly and ribbed belts, narrow v belts, cut edge moulded cogged belts, double hexagonal v belts and banded v belts.",835.29 (2023),64.03 (2023),https://alaskabelts.com/
VINNI CHEMICAL PRIVATE LIMITED,,,,,,
VIP OIL PRODUCTS LIMITED,,,,,,
VISHWAKARMA AUTO PARTS PVT LTD.,HARYANA,NO,"toe rod end, track control arm, ball point, rubber part, rack end, etc.",1038.93 (2023),59.49 (2023),https://rseindia.org/rsei/about-us/
VISION EMBESOFT SOLUTION,,,,,,
VIVA EXIM PVT LTD,DELHI,NO,"GASKETS, FLANGES, ETC",,,https://vivaexim.com/product.php
VNG AUTOMOTIVE,DELHI,NO,"clutch plates, brake shoes, brake pads, clutch shoes, steel pressure plates, die-casting parts, brake linings, brake pads, clutch assembly, clutch parts, forge, etc. It offer its product to motor cycle and automobile industry.",531.43 (2023),25.29 (2023),https://www.mkautoindia.com/vng-automotives-p-ltd/
VOICE N VISION,,,,,,
VS AUTOMOTIVE PVT. LTD.,,,,,,
VVDN TECHNOLOGIES PRIVATE LIMITED,,,,,,
WADSON METALS PVT. LTD,DELHI,NO,"welding machine and controllers, resistance welding electrodes and accessories, copper alloys and materials, copper and aluminum flexible links. It also provides services like electrodes decoding, electrodes life's saver.",231.24 (2023),14.31 (2023),https://wadsonmetals.com/
WALTA,,,,,,
WE WORK ENTERPRISES,,,,,,
"WELL SHYANG MACHINERY CO., LTD. (WSM)",,,,,,
WELSPUN BAPL PRIVATE LIMITED,,,,,,
WESANCO,,,,,,
WHEELS INDIA,,,,,,
WINDSTON SPRINGS PVT. LTD.,MUMBAI,NO,COIL SPRINGS,,,https://windstonsprings.com/
WIPEX INDUSTRIES,,,,,,
WITZENMANR,CHENNAI,NO,"equipment manufacturing. It offers automotive, aerospace, metal hoses, metal bellows, pipe support, air conditioning components.",2169.53 (2023),189.51 (2023),https://www.witzenmann.com/en/
woco,,,,,,
woco IPS GMBH,,,,,,
WOLVERINE ADVANCED MATERIAL,,,,,,
WORKSMART TECHNOLOGY INDIA PRIVATE LIMITED,,,,,,
WRYBILLPACK PVT LTD,,,,,,
"WUHAN PIOLAX CO., LTD. (WUHAN, CHINA)",OVERSEAS,,,,,
XACT SPECIAL STEEL-CHENNAI,,,,,,
XTRA PRECISION SCREWS PVT LTD,HARYANA,NO,"socket head cap screw, socket counter sunk head, socket set screw, button head cap screw, hex nuts, hex head etc. ",286.06 (2024),33.40 (2024),https://xpsindia.com/products.html
XTREME COOLERS PRIVATE LIMITED,,,,,,
"YAMANAKA ENG CO.,LTD.",,,,,,
YANGO INDIA,,,,,,
YASHKA INDUSTRIES,,,,,,
YASHKA STAMPING,LUDHIANA,NO,"Equalisers, Hangers & Brackets (Front, Center and Rear), Axle Seats, Control Arms, Torque Arms, Top Plates and Bottom Plates, Spring Pins, Container Locks, King Pins, Rubber Mountings & Bushes, Wheel Clamps, T-Bolts, Dust Covers and Shackle Kits.",,,https://yashkastampings.com/aboutus.html
YINLUN ADM,,,,,,
YOGI HI-TECH (P) LTD,,,,,,
YS CORPORATION,,,,,,
YUGAL PRECISION PRIVATE LIMITED,AGRA,NO,"brass synchronizer ring, selector pads, sliding blocks, brass pins, pistons, bushings, sheet washer and other brass forged components.",57.40 (2023),8.76 (2023),http://www.synchronizerrings.com/
ZAK HARDWARE PVT LTD,,,,,,
ZENITH INDUSTRIES,GUJARAT,NO,"Brass Flare Fittings , Industrial Fasteners ,Brass Components , Brass Fasteners , Brass Nuts & Bolt , Brass Insert and much more",,,https://www.zenithindustries.co.in/
ZENMO INDIA PVT.LTD,,,,,,
ZF INDIA PRIVATE LIMITED,,,,,,
ZF RANE AUTOMOTIVE INDIA LTD,,,,,,
ZIGLY,,,,,,
ZODIX AUTO PRIVATE LTD.,,,,,,
ZOTO AUTOTECH PVT LTD,,,,,,
ZSI,,,,,,
ZUNAX ENERGY PRODUCTS LLP,,,,,,
ZWICKROELL,,,,,,
